x,y,frame,year,month,day,hour,radius,max_vort,mean_vort,mean_vort_850,mean_vort_700,mean_vort_500,max_trunc_vort,track_id,mean_u200,mean_u850,mean_skt,mean_land_frac,mcz_tcwv,vortex_depth,over_land,dvo850_dt,acc_land_time,total_land_time,qshear_850,ushear_850,mean_cape,mcz_cape,mean_dthetae_dp_900_750,mean_dthetae_dp_750_500,mean_land_skt,mean_sst,mean_swvl1_grad,mean_swvl2_grad,mean_swvl1,mean_swvl2,olr_90,olr_75,olr_50,qshear_850_background,ushear_850_background,mean_q_850,orography_height,peak_vorticity,reached_peak,mean_prcp_400,mean_prcp_800,max_prcp_400,max_prcp_800,mean_vimfd_400,mean_v200,mean_v500,mean_v850,mean_u500,zonal_speed,merid_speed,mean_prcp_imerg
86,21,92851,1989,8,4,18,3.25,28.36736488,6.456191063,6.317258358,6.595125198,3.789588451,3.873473406,139283,-12.02114582,2.213284731,298.328064,0.65,52.12667465,0.62626453,1,0.171286941,18,102,0.002692847,-13.767909,756.5666131,511.3101038,0.03798263,0.003977655,297.07227,301.5343,1.80E-07,1.84E-07,0.3553585,0.35502285,-253.4770002,-237.4801844,-191.0471896,0.003080163,-12.642877,0.015049047,85.17585579,4.084797382,0,0.864234294,0.49600559,12.49613769,12.49613769,-21.35680938,1.785436988,0.48264882,-0.67789197,-3.178744555,-15.11233315,4.625,
85,21,92857,1989,8,5,0,3.25,46.65376663,6.202193737,6.013494492,6.390892506,4.215545177,4.031348228,139283,-11.66885376,3.088419199,297.6034241,0.71,53.97827911,0.74500884,1,0.024169683,24,102,0.001939598,-16.168203,690.4393047,308.027368,0.035390428,0.00668205,296.43723,301.68372,1.94E-07,1.85E-07,0.3494612,0.34630662,-248.6584748,-228.7525623,-199.4605275,0.002715029,-15.013592,0.015134209,179.3622672,4.084797382,0,0.99881838,0.455905154,14.19316125,14.19316125,-26.59481712,2.244848013,1.342634559,-1.491488814,-4.479806423,-12.95342842,0,
84.5,21,92863,1989,8,5,6,3.25,51.15099335,5.828335285,6.444191933,5.212479115,4.337602139,3.921812773,139283,-12.70576191,3.42446804,300.1515198,0.77,55.46401978,0.54444888,1,-0.107709885,30,102,0.001744143,-16.306295,711.9587245,420.7396329,0.034122443,-2.40E-05,300.16428,301.69135,1.87E-07,1.92E-07,0.3453792,0.34167415,-258.5035518,-234.067956,-202.3938466,0.003035728,-14.847913,0.015004592,211.4315917,4.084797382,0,0.882832014,0.507343079,7.712159064,7.712159064,-13.58102393,0.880199134,2.467279673,-1.820519567,-2.819519043,-8.635618945,4.625,
84,21.5,92869,1989,8,5,12,3.25,36.91556931,5.957425117,6.211709023,5.703140736,3.706077814,3.815928459,139283,-14.31911945,2.31257391,298.5169067,0.88,57.24469376,0.547780307,1,0.060748696,36,102,0.002914683,-14.712921,532.2155146,511.3684802,0.036909659,0.012726652,298.65564,301.69617,1.66E-07,1.95E-07,0.3461977,0.34131742,-273.4634793,-233.3882541,-180.0597145,0.003434161,-13.635339,0.015423863,215.2909373,4.084797382,0,0.694161035,0.290943847,12.30058871,12.30058871,-21.63359622,1.313769341,1.21431911,-2.174059391,-3.217242956,-10.75795313,2.3125,
83.25,21.25,92875,1989,8,5,18,3.5,37.46886444,5.509804726,5.496195793,5.523414135,3.393366814,4.043310165,139283,-15.14881134,1.692594171,296.9361877,0.93,58.48874664,0.620460337,1,0.004630804,42,102,0.002459758,-15.566206,442.4585176,312.2963141,0.037625445,0.011841784,296.71747,301.69757,1.69E-07,1.71E-07,0.34098947,0.33703235,-260.2405955,-243.4316294,-207.7815755,0.003056074,-13.746661,0.015155351,250.7601615,4.084797382,0,0.780371372,0.316802013,9.01564466,9.01564466,-16.8868277,1.304882169,0.103745595,-2.503085613,-4.822615623,-12.93160919,0,
82.5,21.5,92881,1989,8,6,0,3.5,47.88963699,5.566525459,5.876060963,5.256989479,3.549420357,3.825190067,139283,-13.1431303,1.520130754,296.4284668,0.96,58.53903961,0.540408234,1,-0.203742385,48,102,0.001826829,-17.310171,248.8666486,287.4973315,0.03520077,0.020035848,296.4658,301.82715,1.79E-07,1.88E-07,0.33686322,0.3308901,-252.6164602,-237.5936759,-210.0913149,0.003058841,-16.03315,0.015327813,294.958858,4.084797382,1,0.740438755,0.264147192,8.57539802,8.57539802,-17.74108309,0.605427206,0.934703469,-2.962208033,-4.620090008,-10.75795313,0,
82,21.25,92887,1989,8,6,6,3.5,33.14262772,5.090769291,5.24922514,4.932313919,3.853862047,3.635825396,139283,-13.86446857,1.140247703,300.0384521,0.96,59.05509567,0.689852868,1,-0.275850534,54,102,0.002321502,-18.541643,396.5792771,604.6423175,0.006096996,0.028658481,299.92435,301.74124,2.23E-07,2.15E-07,0.34363213,0.33443496,-269.5164689,-248.5312646,-201.3487269,0.003038583,-15.342868,0.015459283,285.2186048,4.084797382,1,0.652435858,0.379541385,7.828582165,7.828582165,-9.3115514,-0.224264845,0.810711622,-1.556550264,-2.717953682,-6.465804593,-2.3125,
81.75,21.25,92893,1989,8,6,12,3.5,29.35300255,4.572983265,4.571598053,4.574369431,2.325519562,3.273488998,139283,-13.9043417,2.399863958,297.6457825,0.98,60.06908417,0.50899692,1,-0.085527182,60,102,0.002157595,-15.846495,438.9868242,471.2668988,0.012195174,0.033638297,297.71915,301.74124,2.51E-07,2.42E-07,0.34713826,0.33982986,-262.2370484,-241.2054497,-198.0686975,0.003092533,-14.226119,0.015802661,285.2186048,4.084797382,1,0.583027788,0.248817719,6.3156047,7.51399579,-20.15391849,-2.186451674,-1.202565551,-2.402679682,-2.58869195,-6.465804593,0,
81.25,21.25,92899,1989,8,6,18,3.5,30.25522804,4.997673035,5.205922604,4.789422989,2.124916553,3.464771032,139283,-14.27286243,3.49576354,296.3460388,0.98,60.09042358,0.375517049,1,-0.051837564,66,102,0.002325465,-12.825815,303.6230163,384.544516,0.010691883,0.037384293,296.36407,301.72046,2.70E-07,2.47E-07,0.3428421,0.33616167,-260.9609549,-246.4771929,-224.3663024,0.00288683,-13.91211,0.01550887,293.5805203,4.084797382,1,0.759427768,0.413658268,8.276323106,8.276323106,-17.93760065,-1.707791328,-0.324364245,-1.554955006,-3.499195576,-6.465804593,-2.3125,
81,21,92905,1989,8,7,0,3.5,21.99061966,4.362488747,4.753441334,3.971535444,2.108960152,3.169813871,139283,-12.7980032,4.446429253,295.7180786,0.99,59.2702179,0.370689718,1,-0.19827497,72,102,0.002908939,-13.889303,197.7869921,290.4259766,0.003062113,0.045981029,295.79733,301.71143,3.07E-07,2.94E-07,0.3487542,0.34211516,-261.7671187,-245.3659738,-213.3937932,0.003031324,-15.587598,0.015354355,322.3418342,4.084797382,1,0.764128726,0.505158631,15.05727164,17.87722042,-10.20260599,-2.202208757,-0.346893609,-2.816232681,-1.988135099,-4.317809473,0,
80.75,21.25,92911,1989,8,7,6,3.5,31.92205238,4.428069592,4.67544651,4.180692673,1.818551183,3.068221092,139283,-14.21404934,3.56565547,300.1288757,1,58.68466187,0.347798405,1,-0.190574765,78,102,0.00300538,-12.673598,462.2193817,591.4645531,0.005422399,0.036676813,300.2458,301.71143,2.77E-07,2.87E-07,0.34604865,0.3392744,-275.9119028,-264.3676957,-238.0476419,0.003091336,-14.7789,0.015127613,377.1077866,4.084797382,1,0.833000662,0.492791765,18.33872997,18.33872997,-15.8300947,-1.559725285,0.800628901,-2.200332403,-2.972462416,4.310536395,2.3125,
81.5,21.25,92917,1989,8,7,12,3.75,32.87988281,3.627920628,3.793475628,3.462365866,1.340456724,2.788664341,139283,-17.44461823,3.825251818,298.11026,0.98,59.08245087,0.322515921,1,-0.077059507,84,102,0.002788226,-11.977114,618.704807,681.6490756,0.017390874,0.044990995,298.07455,301.7359,2.32E-07,2.39E-07,0.349427,0.344256,-253.6032128,-235.7740702,-202.4437329,0.003135114,-14.415597,0.01553681,290.8238449,4.084797382,1,0.478801988,0.300673317,10.30379308,10.35329033,-18.14385113,-2.140556574,0.962265909,-1.291895151,-1.740051866,4.310536395,0,
81.25,21.25,92923,1989,8,7,18,3.75,30.23576546,3.761964321,3.941885471,3.582042933,1.874296904,2.914102077,139283,-17.0556488,3.125759602,296.3796387,0.98,60.25337601,0.432077021,1,-0.089318752,90,102,0.002771189,-10.60876,387.6516743,462.3042643,0.016444717,0.0351185,296.2817,301.71143,2.42E-07,2.36E-07,0.348562,0.3438919,-261.7476631,-254.7209171,-240.4696257,0.002833293,-14.506072,0.015507953,293.5805203,4.084797382,1,0.437517462,0.340989908,9.584862999,9.584862999,-7.600087938,-0.037461638,0.596060216,-0.905573368,-2.556265354,-6.465804593,0,
80.75,21.25,92929,1989,8,8,0,3.5,22.18663597,3.516877174,3.770234108,3.263520002,1.284332871,2.610026836,139283,-15.82184696,3.401855469,295.7436218,1,59.41463852,0.294867726,1,-0.215164065,96,102,0.002915068,-10.813185,237.052423,353.9158831,0.007790702,0.036595272,295.67657,301.71484,2.73E-07,2.86E-07,0.34970003,0.34494796,-260.0310727,-249.5576768,-236.0796243,0.002908795,-16.10982,0.015139363,377.1077866,4.084797382,1,0.585797813,0.372691423,11.11004049,11.11004049,-8.648454997,-0.202740997,-0.047312334,-1.808142185,-2.704885244,-8.621072791,0,
80.25,21.25,92935,1989,8,8,6,3.25,25.03511047,3.903209925,4.086114407,3.720305443,1.52443397,2.483773947,139283,-16.50393677,3.752243757,300.5607605,1,57.94092941,0.339677023,1,-0.12625289,102,102,0.003217374,-7.6893873,358.5505474,615.9369906,0.005400663,0.047613157,300.8006,301.65186,2.86E-07,2.86E-07,0.34342712,0.33959898,-266.6654623,-250.6451999,-231.2331625,0.003086689,-14.584777,0.015401233,332.6334226,4.084797382,1,0.599079297,0.387556332,7.959296726,7.959296726,-13.46729089,-0.373352349,1.392238498,-2.658147812,-2.988987684,-8.621072791,0,
85,19.75,92989,1989,8,10,12,5,8.012381554,2.287701368,2.362140656,2.21326232,1.775280118,2.072611332,139576,-11.88201332,2.883183956,300.1687622,0.63,60.22533417,0.704187434,1,0.342123747,6,96,0.003074621,-10.03358,984.7747626,589.3816875,0.036970548,0.020021451,299.383,301.85602,1.34E-07,1.34E-07,0.3537418,0.35299358,-224.6396797,-191.5011556,-155.4732124,0.003369958,-13.361023,0.015287951,130.6610008,3.393103838,0,0.226439829,0.318352248,2.773065827,4.127094387,-9.095841389,-1.660785675,-1.919732571,0.145030349,-0.604557991,-34.82351256,9.25,
83,20.25,92995,1989,8,10,18,4.25,10.40765762,2.877064228,3.108811855,2.645316601,2.313284397,2.414735079,139576,-13.98978615,4.958331585,297.3032532,0.84,59.652668,0.633166323,1,0.382279515,12,96,0.000297667,-10.355369,687.8131595,558.0117812,0.037009543,0.016297615,296.6403,301.8682,1.59E-07,1.55E-07,0.35190305,0.34907314,-254.2696948,-218.1654254,-182.29213,0.002759047,-14.9128685,0.015418443,226.1338608,3.393103838,0,0.615603116,0.533547646,5.236599576,5.236599576,-11.70727217,-3.253796577,-2.267043829,-3.261817694,-2.757191181,-2.169567464,-2.3125,
84.75,19.5,93001,1989,8,11,0,4.5,11.82702923,3.218445539,3.500855684,2.936035633,2.263704777,2.837170362,139576,-13.86843586,3.522125483,298.6368713,0.54,58.73858261,0.54229137,1,0.324836612,18,96,0.001434097,-13.690424,453.4232875,303.764677,0.033711475,0.017098808,296.2188,301.86722,1.49E-07,1.34E-07,0.35493436,0.35362428,-234.6838034,-203.1471309,-167.8200913,0.002759554,-14.75521,0.015198769,63.67378723,3.393103838,0,0.579219024,0.49916844,3.53243028,4.680104121,-15.80357522,-0.575487077,-0.109146327,-1.865160465,-2.578702927,13.07915069,-6.9375,
84.5,19.5,93007,1989,8,11,6,4.25,13.28115463,3.602045536,3.782321453,3.421769857,2.68052578,3.064408302,139576,-13.19272137,2.688459158,301.2099304,0.62,59.01926422,0.641141535,1,0.10131824,24,96,0.00213909,-13.891706,530.1153033,679.3244168,0.029412265,0.014576054,300.8854,301.86722,1.71E-07,1.66E-07,0.35863468,0.3551339,-244.468019,-224.8389758,-176.7771907,0.003090856,-14.446903,0.014871955,244.7873647,3.393103838,0,0.65949121,0.580962353,12.26956578,12.26956578,-2.590803889,-0.169564635,-0.567588627,-1.194151044,-1.060293913,-4.359716896,4.625,
84.25,20,93013,1989,8,11,12,4,27.28163719,3.793967485,4.049456596,3.538478374,2.909497023,3.039806843,139576,-14.30641842,2.985733271,299.0625305,0.7,60.09176636,0.627828413,1,0.043598533,30,96,0.002598987,-14.222339,363.4806708,466.1832586,0.036306319,0.015860288,298.2784,301.86722,1.94E-07,1.75E-07,0.3602537,0.35705605,-266.3182531,-243.616209,-192.5936673,0.003271065,-13.748194,0.015119099,605.2686253,3.393103838,0,0.347961139,0.336540592,10.34997889,13.45366541,-9.108691035,-1.70185709,-0.836542606,-0.116918698,-3.010428429,-6.519117557,4.625,
83.75,20,93019,1989,8,11,18,4.25,31.09628487,3.959813595,4.358410358,3.561216593,3.023756504,3.151605368,139576,-13.41571331,3.62821126,297.4328918,0.77,61.35906219,0.566877171,1,0.138868332,36,96,0.002696313,-13.723078,292.0301833,347.986828,0.031669528,0.016065163,296.52588,301.87244,1.48E-07,1.59E-07,0.35644525,0.35409194,-262.6930099,-248.4277503,-221.4030514,0.00297668,-14.649644,0.015152948,561.161818,3.393103838,0,0.405325257,0.442725663,7.313566797,10.91867437,-4.724665282,-2.222562551,0.875817358,-3.398361206,-2.95641613,2.173039186,0,
84.5,20,93025,1989,8,12,0,4,19.13658524,4.119157314,4.325176239,3.913139343,2.768968582,3.317543507,139576,-14.14036179,2.509443521,297.5920715,0.7,60.99642563,0.579209564,1,0.022516966,42,96,0.003340466,-15.210713,322.1469235,212.5581906,0.025377793,0.018991593,296.18024,301.86798,1.23E-07,1.32E-07,0.35998082,0.35737702,-250.0577878,-237.89923,-219.6495452,0.002879981,-15.165101,0.015328314,349.2653645,3.393103838,0,0.177579645,0.331032199,5.817669368,9.192370746,3.767419574,-2.336884975,0.986592174,-2.471184492,-1.701753378,4.346078371,0,
84.25,20,93031,1989,8,12,6,4,19.38542557,3.902405024,4.062880993,3.741929293,2.760924101,3.196639299,139576,-13.44230461,1.913966656,301.8563538,0.7,60.10357285,0.625866695,1,-0.271969318,48,96,0.003499845,-15.560595,452.2166505,386.993577,0.002934722,0.024872025,301.57654,301.86798,1.24E-07,1.24E-07,0.3614286,0.3585775,-268.2633231,-250.599055,-236.5809824,0.003044185,-14.508816,0.01515337,605.2686253,3.393103838,1,0.298161444,0.374939866,4.677838402,4.929681788,4.840611055,0.809276819,1.139924526,-1.93002367,-0.244645804,-4.346078371,0,
84,20,93037,1989,8,12,12,4.25,11.79227543,3.44862318,3.682904243,3.214341879,1.802652359,2.77360487,139576,-13.92931271,4.054666519,299.0627441,0.77,60.42210007,0.427192081,1,-0.043254733,54,96,0.003116827,-14.201293,496.3658962,351.3098293,0.018237963,0.028509518,298.69293,301.87265,1.30E-07,1.24E-07,0.3599723,0.35914686,-258.4342097,-227.2509823,-197.7668849,0.003200345,-13.684985,0.01532452,713.7897491,3.393103838,1,0.319639821,0.241011481,7.682181858,7.682181858,-7.011464801,0.173353657,-0.46914649,-0.890089631,0.107891656,-6.519117557,0,
83.5,20,93043,1989,8,12,18,4,21.39701462,3.805029631,3.933595896,3.676463842,1.914610982,3.110129833,139576,-13.44686317,4.490680218,297.7563782,0.77,62.28296661,0.454916156,1,0.156514883,60,96,0.002460663,-14.358431,524.5699485,298.5627749,0.024491666,0.031706985,296.80087,301.86914,1.37E-07,1.31E-07,0.35914144,0.3568906,-247.8253723,-231.6696683,-212.0718042,0.002872099,-14.840759,0.015456542,385.8372589,3.393103838,1,0.623199878,0.438471823,13.62952007,13.62952007,-13.33135804,-1.262842059,1.690693855,-1.322777748,-1.859224796,-4.346078371,2.3125,
83.5,20.25,93049,1989,8,13,0,4.25,19.71212006,3.634650707,3.825227261,3.444074392,2.002912045,3.086634636,139576,-14.3092947,3.461634636,297.285614,0.77,61.08980942,0.471432933,1,-0.154064178,66,96,0.002138772,-18.317713,427.7557342,234.4075068,0.013248001,0.034365595,296.21576,301.8744,1.51E-07,1.33E-07,0.36034715,0.35972306,-257.8869562,-243.2919476,-207.6194448,0.002753623,-15.660696,0.015571462,268.9542196,3.393103838,1,0.338258816,0.371506822,7.732550535,8.6269867,-0.697039493,-4.576993465,3.495007992,-0.898500979,-0.541025519,-4.339134929,2.3125,
83,20.25,93055,1989,8,13,6,4,9.491530418,3.323305845,3.668300152,2.978311539,1.687277555,2.802001476,139576,-15.89910126,3.281725407,301.1044312,0.84,60.61182404,0.373445238,1,-0.375013471,72,96,0.002912382,-17.098158,476.0022398,353.0929468,0.013703678,0.038320203,300.81985,301.8744,1.51E-07,1.45E-07,0.36034206,0.359249,-275.544739,-269.7155156,-249.2770659,0.002973058,-15.04635,0.016083175,226.1338608,3.393103838,1,0.290074842,0.346147559,2.528193884,5.512320155,-3.101290243,-3.576377869,2.000625372,-2.217782736,1.964375257,-2.169567464,2.3125,
83.25,20.5,93061,1989,8,13,12,4.25,7.980407715,2.704242229,2.901917458,2.50656724,1.064092994,2.336607695,139576,-14.61773968,3.076236963,298.5737,0.89,61.76081848,0.316729731,1,-0.066188335,78,96,0.003366966,-15.165682,647.4578382,386.8105243,0.027649384,0.040968595,298.2346,301.8744,1.37E-07,1.36E-07,0.35905674,0.3586366,-278.7499389,-271.8007662,-252.4872544,0.003209258,-13.888386,0.01630595,223.6528529,3.393103838,1,0.304223502,0.206525261,3.57513037,3.57513037,-4.305438753,-1.689751863,0.401141256,-0.255978674,1.546242476,0,4.625,
83,20.75,93067,1989,8,13,18,4.25,13.60506725,2.909678459,3.297203302,2.522153616,1.038313866,2.669624805,139576,-16.62299156,5.657086372,297.1452332,0.89,62.21372604,0.240884433,1,0.155384183,84,96,0.002260855,-17.823292,528.8448336,283.1332363,0.018547488,0.042657859,296.75677,301.8744,1.27E-07,1.30E-07,0.36135286,0.3588943,-271.3378206,-264.7979657,-254.6548176,0.002941739,-15.312826,0.015935859,274.8351272,3.393103838,1,0.494646704,0.471029876,5.178910883,5.178910883,-8.825397354,-0.434778988,1.020525098,-0.539826035,0.931152582,-2.162500172,2.3125,
83,20.75,93073,1989,8,14,0,4.5,16.30618286,2.715759277,3.135254145,2.296264887,1.019571304,2.64737606,139576,-15.8405447,5.004995823,296.7710876,0.89,60.90729523,0.238173856,1,-0.205337644,90,96,0.002678927,-20.925385,295.630701,175.7058369,0.013991523,0.042105393,296.29892,301.8616,1.61E-07,1.45E-07,0.3626618,0.36115858,-250.4319356,-239.4432134,-224.0495239,0.002869762,-16.092514,0.015803559,274.8351272,3.393103838,1,0.2146859,0.41286513,7.764967746,7.764967746,4.074334731,1.263535261,1.668072939,-1.666439533,0.086912386,6.487500517,-11.5625,
83.75,19.5,93079,1989,8,14,6,4.75,10.66762161,2.10226202,2.313151836,1.891372323,0.442457348,2.258949518,139576,-16.93855667,4.141198635,303.0022583,0.7,59.36587906,0.156401228,1,-0.388426542,96,96,0.003168213,-18.007992,556.5157739,271.4108909,0.02057101,0.043554538,303.22366,301.85303,1.32E-07,1.41E-07,0.35691544,0.35673535,-264.872047,-259.021123,-245.8922751,0.002953226,-14.710581,0.015490987,370.9512115,3.393103838,1,0.312785987,0.378171775,2.68400564,5.475545792,-4.264538604,-0.21928376,1.564293623,-2.212230444,0.445547938,13.07915069,-23.125,
86.25,15.25,93097,1989,8,15,0,4.25,16.37847137,3.34958744,3.608837366,3.0903368,2.326198816,2.767711163,139715,-17.26898193,6.941013336,301.5229797,0.03,58.80237579,0.551973239,0,0.465480804,0,66,0.003456946,-14.6845875,577.9702593,111.1810574,0.022714584,0.030568195,295.4552,301.70645,2.74E-07,2.50E-07,0.34704202,0.3442036,-223.8260329,-189.7763341,-145.124283,0.002482671,-13.570233,0.014844621,-0.648640084,4.73328352,0,1.371452913,0.61481185,5.495414405,5.495414405,-41.50647567,1.624597073,1.095022917,1.157601595,-3.382368803,8.924282745,-13.875,
86.75,14.5,93103,1989,8,15,6,4,15.50405025,4.089921951,4.498556137,3.681288004,2.935737371,3.233191967,139715,-16.06766891,7.036291122,301.6858826,0.01,57.87144089,0.534036214,0,0.439733386,0,66,0.004239188,-15.921098,522.9185749,403.8485337,0.026128688,0.012556457,302.04794,301.65952,,,0.34700868,0.33918592,-220.4327614,-200.6490705,-167.8026311,0.002981855,-13.145118,0.014160517,-0.832418448,4.73328352,0,1.324843641,0.647015161,5.343959801,5.343959801,-31.43350162,-0.616883337,1.84621048,-0.384618223,-1.877147675,2.238841418,-6.9375,
86.5,14.5,93109,1989,8,15,12,4,17.11109543,4.781979084,4.697422981,4.866535664,3.427912951,3.647177935,139715,-15.07241249,7.34215498,301.6556702,0.01,58.63295364,0.756014907,0,0.259071112,0,66,0.004369498,-17.777512,556.1028694,345.6549688,0.030003567,0.004265568,298.67703,301.67398,1.56E-07,1.42E-07,0.35492206,0.34953156,-246.3118195,-211.6103552,-162.5321351,0.003180681,-12.8423195,0.014144759,-0.556750902,4.73328352,0,1.209384048,0.509883375,10.79928841,10.79928841,-21.5634973,-2.057994843,1.243692279,0.423123181,-1.223603725,-2.238841418,6.9375,
86.5,15.25,93115,1989,8,15,18,3.75,30.87802887,5.072260857,4.722921848,5.421599388,3.951006651,3.75133419,139715,-17.53300476,6.966709137,301.4883118,0.03,57.85125351,0.960314897,0,0.104455829,0,66,0.004643224,-19.470318,645.8274666,252.7185909,0.030704599,0.009949485,295.65707,301.68665,1.76E-07,1.66E-07,0.35694328,0.35422605,-253.1033512,-240.268833,-189.9447006,0.002851539,-13.075288,0.01418836,0.270251735,4.73328352,0,1.581331819,0.676153572,21.57225962,21.57225962,-36.73428125,-3.844106197,1.566204786,0.434861332,-2.055567503,-2.231070686,11.5625,
86.25,15.75,93121,1989,8,16,0,3.75,54.76545715,5.17793417,5.434391975,4.921476364,4.176270485,3.856089592,139715,-16.56002235,5.094542027,301.3010254,0.05,57.29435349,0.695956511,0,0.176438093,0,66,0.004039322,-18.716463,563.7784168,88.7984335,0.027253235,0.005156096,295.6226,301.68173,2.18E-07,1.80E-07,0.35910866,0.35665607,-233.0320653,-211.0603578,-175.2980596,0.002429011,-13.432494,0.014030358,0.178362553,4.73328352,0,1.463364141,0.640913233,18.04802078,18.04802078,-34.71169232,-1.12024641,1.066420555,-0.047020711,-4.48003149,-6.677033203,9.25,
85.75,16.25,93127,1989,8,16,6,3.5,48.44848633,5.733941078,5.708890438,5.758991241,4.589318752,4.104210377,139715,-17.81923866,3.101558208,301.6398315,0.14,57.2661705,0.810944671,0,0.274205923,0,66,0.003926111,-18.489614,573.9191124,489.7140955,0.025185929,0.00585594,301.3628,301.68393,1.86E-07,1.84E-07,0.35588068,0.35200328,-255.2409826,-234.7863199,-193.2347073,0.002920146,-13.342332,0.014179462,-0.005415811,4.73328352,0,1.049424658,0.624200066,18.40025295,18.40025295,-28.28090937,-1.723275304,1.622613788,-0.62184763,-6.816714287,-6.660345865,9.25,
85.5,16.75,93133,1989,8,16,12,3.5,35.32103729,6.347364902,6.229348183,6.465383053,4.61563015,4.404501438,139715,-15.07795811,3.233710527,301.0189819,0.14,58.70830917,0.769024277,0,0.197439671,0,66,0.003380963,-17.84959,669.1643097,623.1201021,0.028789704,0.006588077,297.66483,301.715,1.19E-07,1.45E-07,0.36550406,0.36187857,-260.9479844,-246.517102,-212.6554748,0.003097147,-12.866361,0.01465867,-1.475642721,4.73328352,0,0.848799253,0.369545338,13.27519647,13.27519647,-18.79054373,-2.32939744,2.042570591,1.490603924,-4.824041843,-6.643151316,9.25,
85,17.25,93139,1989,8,16,18,3.5,42.48462296,6.622364521,7.048967361,6.195760727,4.977439404,4.499089718,139715,-15.22751713,2.428052664,300.1540222,0.27,61.26723099,0.620654087,0,0.097115755,0,66,0.004266976,-18.022476,774.9025091,401.6818488,0.028403559,0.002590056,296.58533,301.72385,1.48E-07,1.16E-07,0.36521217,0.36252508,-261.6244437,-249.3693557,-225.8105131,0.002652808,-13.261619,0.014336756,-1.659421085,4.73328352,0,1.212958445,0.567847496,15.09544029,15.09544029,-25.8047006,-1.432333231,1.148323178,1.485705853,-5.531240463,-8.833934486,6.9375,
84.5,17.5,93145,1989,8,17,0,3.5,33.84327698,6.838356495,7.354534626,6.322179317,5.556039333,4.598732948,139715,-12.56098366,2.872587204,299.7287903,0.34,60.66186523,0.64941412,0,0.108129501,0,66,0.004091967,-19.249504,395.0540168,204.8574334,0.024599372,0.013525287,296.47824,301.69904,1.92E-07,1.68E-07,0.36141914,0.3578635,-268.5067686,-259.5162453,-211.8722587,0.002505411,-14.157077,0.014762181,0.178362553,4.73328352,0,1.368154583,0.557147028,19.91113898,19.91113898,-29.41364666,0.126893163,0.723192155,-0.169309154,-5.490552425,-8.821881794,6.9375,
84,18,93151,1989,8,17,6,3.5,37.18804932,7.146297932,7.37963438,6.912961006,5.457384109,4.715348721,139715,-15.19818211,1.696575642,301.0803223,0.51,57.75542831,0.692753834,0,-0.259365082,0,66,0.003434311,-17.611507,502.551642,789.0756338,0.022988545,0.02105687,300.76233,301.69247,1.58E-07,1.53E-07,0.3681429,0.3644348,-265.3674187,-251.8075525,-222.9644951,0.002875739,-13.363087,0.014844995,-0.832418448,4.73328352,1,1.121266265,0.598924031,15.29918072,15.29918072,-31.26634687,2.355803728,1.325083256,-0.106528759,-6.188742161,-8.797272776,6.9375,
83.5,18.25,93157,1989,8,17,12,3.5,31.44244003,6.184167862,6.36041832,6.007916927,5.681059361,4.080002785,139715,-14.75723648,0.50028342,299.9541321,0.61,57.9454422,0.843688028,1,-0.327371597,6,66,0.00300886,-16.659698,484.9655802,614.4285972,0.036515449,0.01305287,299.23596,301.69446,1.71E-07,1.73E-07,0.35637173,0.35518327,-274.9540843,-257.8213556,-196.477322,0.003129855,-12.766449,0.015192002,56.78209859,4.73328352,1,0.569201149,0.333595642,4.179205925,4.179205925,-10.35625494,1.904183507,2.178627968,1.243641019,-6.749387741,-8.784716917,6.9375,
83,18.75,93163,1989,8,17,18,3.5,36.41232681,6.23891592,6.668430805,5.809400558,4.760879993,4.060605526,139715,-14.3573904,2.563457251,298.114563,0.7,58.17896652,0.621972608,1,0.125489235,12,66,0.001641037,-18.565067,394.1558436,458.8068548,0.04331759,0.017348885,296.61514,301.7303,1.65E-07,1.60E-07,0.35429317,0.35205942,-275.3127673,-272.9045024,-256.7400683,0.002802992,-13.2078285,0.015079214,856.217981,4.73328352,1,0.891618654,0.423317147,12.14739124,12.14739124,-21.53161924,0.654411793,4.014266014,1.846170664,-4.906671047,-13.13865555,6.9375,
82,19,93169,1989,8,18,0,3.5,51.79603577,6.194307327,6.358491421,6.030123711,5.25623703,4.330981255,139715,-14.28813457,-0.18671982,296.7944336,0.84,56.12934875,0.783958339,1,-0.096982956,18,66,0.001469486,-19.117096,240.9006029,259.5167126,0.036696109,0.023924587,295.9438,301.60428,1.89E-07,1.94E-07,0.3541101,0.35025188,-275.4175287,-269.4498706,-237.743335,0.002818246,-13.979437,0.015423006,575.4965303,4.73328352,1,0.845785329,0.427414784,22.62146182,22.62146182,-20.60923339,0.128859803,2.732335091,0.98753655,-4.771348476,-10.93255853,6.9375,
81.75,19.5,93175,1989,8,18,6,3.75,56.61161041,4.947897911,4.881245613,5.014549732,4.679918766,3.866639614,139715,-13.93379879,1.252806664,301.1560669,0.89,55.83304214,0.984938096,1,-0.438217163,24,66,0.002457795,-16.144829,471.2241227,575.9601021,0.024827692,0.032175199,301.51068,301.6344,1.67E-07,1.62E-07,0.35716218,0.3542777,-278.7035446,-275.6108385,-258.0545744,0.002824693,-12.812161,0.01546919,582.2044406,4.73328352,1,0.598491082,0.395067866,7.816033568,7.816033568,-5.342815265,0.172391027,3.513576746,1.326603889,-3.747104406,-8.719433793,6.9375,
