x,y,frame,year,month,day,hour,radius,max_vort,mean_vort,mean_vort_850,mean_vort_700,mean_vort_500,max_trunc_vort,track_id,mean_u200,mean_u850,mean_skt,mean_land_frac,mcz_tcwv,vortex_depth,over_land,dvo850_dt,acc_land_time,total_land_time,qshear_850,ushear_850,mean_cape,mcz_cape,mean_dthetae_dp_900_750,mean_dthetae_dp_750_500,mean_land_skt,mean_sst,mean_swvl1_grad,mean_swvl2_grad,mean_swvl1,mean_swvl2,olr_90,olr_75,olr_50,qshear_850_background,ushear_850_background,mean_q_850,orography_height,peak_vorticity,reached_peak,mean_prcp_400,mean_prcp_800,max_prcp_400,max_prcp_800,mean_vimfd_400,mean_v200,mean_v500,mean_v850,mean_u500,zonal_speed,merid_speed,mean_prcp_imerg
86.5,22.75,171007,1998,7,5,6,3.75,27.12007141,4.436203003,4.254972458,4.617434025,2.451744556,3.133325815,255595,-13.13930511,10.23749828,301.6356812,0.84,65.63344574,0.625291337,1,-0.129859209,72,108,0.005910721,-10.661371,392.8411109,250.132784,0.018151859,0.025579512,301.1322,302.65863,2.06E-07,1.99E-07,0.35251823,0.3489709,-255.0898896,-242.0922955,-220.468237,0.004819431,-9.283448,0.016431054,187.9998503,3.86851263,1,0.80047669,0.885969942,11.1225243,11.1225243,-16.56085117,-2.488360405,1.800390005,0.580506384,1.773390293,-4.265179494,4.625,
85.75,23.25,171013,1998,7,5,12,4,22.85688782,3.917216301,3.599458456,4.234974384,2.374486923,3.04027462,255595,-12.39638996,7.855119705,299.5911865,0.92,65.97975159,0.776151032,1,0.130387306,78,108,0.00586176,-9.322335,456.477635,226.1601399,0.019624322,0.031541422,299.36664,302.74292,1.99E-07,2.10E-07,0.353824,0.34754306,-245.4933211,-231.6578864,-208.9196234,0.004793731,-9.259859,0.016973253,343.6601244,3.86851263,1,0.88243381,0.667874517,11.15969259,11.61213837,-27.55975308,-2.640822411,0.509084523,0.093721159,2.226381779,-8.498818694,4.625,
85.5,23.25,171019,1998,7,5,18,3.75,58.03468323,4.98214674,5.205701828,4.758592606,2.830911636,3.394100428,255595,-11.95988083,8.634444237,298.3278809,0.92,65.9665451,0.497102859,1,0.05695641,84,108,0.005148207,-9.675415,378.0173715,143.5313127,0.018699726,0.028037111,298.00235,302.73904,2.50E-07,2.27E-07,0.3618376,0.35350114,-235.3965185,-217.7393367,-195.5028517,0.004699252,-9.330883,0.01685064,501.6176281,3.86851263,1,1.062240439,0.884171664,13.1721645,17.28672907,-18.68356342,-3.390579462,-0.182570189,-0.229171127,1.823055267,2.124704673,0,
86,23.25,171025,1998,7,6,0,4.25,26.39764595,3.748820782,3.70106411,3.796577215,2.163430691,3.154187441,255595,-8.742264748,7.656034946,297.9321594,0.92,64.68212891,0.599628142,1,-0.194662809,90,108,0.004963104,-13.444207,224.7446795,80.79998334,0.009698892,0.027409435,297.63202,302.6259,2.89E-07,2.63E-07,0.3703633,0.36435854,-234.2643014,-220.1787497,-190.7346741,0.004395505,-10.15458,0.016514042,303.3207736,3.86851263,1,0.778834763,0.937119552,14.86471122,17.12832963,-12.80504333,-1.988039732,-0.696605384,0.292130828,0.699436784,8.498818694,-2.3125,
86.5,23,171031,1998,7,6,6,4,20.06988907,4.219042778,4.160550594,4.277534485,1.981663465,3.004774809,255595,-12.02205181,9.029653549,301.7507019,0.84,65.28820801,0.489690644,1,-0.23299253,96,108,0.005673777,-10.948835,382.3908083,189.8011423,0.004194469,0.035879811,301.1705,302.62073,2.81E-07,2.67E-07,0.3639932,0.36129287,-240.2480684,-225.935044,-209.043138,0.004528291,-8.468266,0.016418878,205.9182408,3.86851263,1,0.735019004,0.915303305,6.948038881,7.379121585,-13.50695618,-1.562208414,2.222430944,0.004510207,2.792664766,6.386002421,0,
86.75,23.25,171037,1998,7,6,12,4.25,23.41916275,3.258367538,3.261601686,3.255133152,1.938438416,2.688202381,255595,-8.788518906,6.742878914,299.4835815,0.9,66.03521729,0.593142332,1,0.004695415,102,108,0.005088774,-10.488587,443.823271,228.2031798,0.005625402,0.033265524,299.18842,302.62073,2.72E-07,2.67E-07,0.36261916,0.36025918,-238.455563,-217.7599224,-181.8699294,0.004568751,-8.190347,0.01654157,161.4438768,3.86851263,1,0.552710245,0.701262603,6.804228857,7.597268191,-21.68435316,-0.360460192,-0.391657054,0.694177628,3.051627874,-4.249409347,4.625,
86,23.5,171043,1998,7,6,18,4,55.79429245,4.054203033,3.94490695,4.163499355,1.759148717,3.01416564,255595,-9.350286484,8.434421539,298.2254333,0.92,64.55792236,0.470638585,1,0.325963259,108,108,0.00550516,-11.751301,394.7178728,111.1972167,0.014346311,0.041019583,297.19086,302.62585,2.78E-07,2.76E-07,0.36458728,0.3605012,-225.3733099,-214.4417546,-195.0911364,0.004681635,-8.5010195,0.016404111,299.7370955,3.86851263,1,1.130738437,0.897371915,12.8364341,12.8364341,-13.41547287,0.250220507,-0.987152398,-0.156444341,1.45471251,-12.72420853,4.625,
88.5,21.25,171073,1998,7,8,0,4,21.56174278,3.274850845,3.506569624,3.043132067,1.215993047,2.486907721,255903,-16.44974518,7.737636566,299.4992065,0.52,61.28005981,0.30094488,0,0.298612118,0,72,0.006142982,-15.738959,513.109147,48.38723315,0.013366384,0.005413464,296.97577,302.31448,2.13E-07,2.04E-07,0.37239766,0.37037352,-239.6531398,-226.4561211,-193.3336268,0.004357443,-5.998241,0.015347521,-1.383753539,3.488127947,0,1.326687634,0.960387176,9.055689411,16.91174617,-37.72045324,0.593661189,0.89429307,0.478340983,-0.967435122,0,-4.625,
88.5,21,171079,1998,7,8,6,3.75,26.81021118,3.741902351,4.183229923,3.300575256,2.547549009,2.785519838,255903,-18.19193268,7.393116474,302.5096436,0.42,61.90459824,0.480494827,0,0.162416577,0,72,0.005452733,-12.951725,515.0459224,224.0955955,0.010770017,0.003194619,302.7272,302.31448,1.57E-07,1.55E-07,0.36239856,0.36328548,-255.2633247,-238.1810004,-205.2605038,0.004284762,-4.317799,0.01493918,0.54591928,3.488127947,0,0.943490212,0.844480805,6.131378577,14.01522471,-16.29076948,2.039721489,1.269517183,0.868154228,-0.914643884,-2.158904736,-4.625,
88.25,20.75,171085,1998,7,8,12,3.5,24.27562714,4.079813957,3.938804388,4.220823288,2.793026447,2.811740875,255903,-15.88087082,5.947741032,301.4501953,0.42,62.80866241,0.759877162,0,-0.059008837,0,72,0.004404609,-11.756946,456.755192,357.4413432,0.020159965,0.00362051,300.33124,302.33807,1.51E-07,1.53E-07,0.36104572,0.36059386,-251.941297,-233.8245381,-206.0067378,0.004307187,-4.7074704,0.015273972,0.637808462,3.488127947,0,0.607540496,0.512016592,3.827465574,5.203560766,-10.57599578,-0.966252446,0.177689731,2.978058815,-2.694825649,-12.97500103,0,
87,21,171091,1998,7,8,18,3.75,17.59449387,3.438234806,3.44280386,3.433665276,2.616296768,2.667502165,255903,-20.2587471,9.360922813,299.7173157,0.52,62.85770798,0.757914819,0,0.103583932,0,72,0.004553443,-12.94547,444.2435135,232.3526452,0.014831946,0.024529705,297.75748,302.3116,1.82E-07,1.65E-07,0.35932413,0.35634115,-247.5529268,-235.2655415,-214.7273821,0.004407778,-5.187417,0.016379165,-1.108085994,3.488127947,0,0.956207617,0.758857799,9.057599931,18.16834704,-26.78364266,-3.310147285,1.523014784,1.228936791,-4.348495483,-15.11233315,-2.3125,
86.5,20.5,171097,1998,7,9,0,4,20.30663681,3.6296525,3.890032053,3.369272709,1.476814032,3.018908739,255903,-19.35627747,8.085924149,299.047821,0.59,62.4847641,0.328818024,1,0.321055055,6,72,0.004040436,-13.9015255,384.7476249,173.5103087,0.016729661,0.02500069,297.11642,302.37936,1.64E-07,1.74E-07,0.3606433,0.35693377,-261.0129286,-254.6586179,-226.3223137,0.004079403,-6.3021464,0.016107427,4.221486556,3.488127947,0,0.949186661,0.751410012,11.69064336,13.63919971,-23.25279888,-2.771259546,2.025178432,-0.493876159,-2.001367331,-4.332108875,-6.9375,
86.5,20.25,171103,1998,7,9,6,3.75,30.11422348,4.448558331,4.691249371,4.20586729,2.020358801,3.309612274,255903,-16.99420929,7.895518303,302.4901428,0.49,62.90119171,0.386106427,1,0.079109669,12,72,0.004617275,-11.009205,580.9393274,428.0048114,0.028831035,0.016473503,302.39343,302.37936,1.32E-07,1.41E-07,0.3579925,0.3556339,-266.9385408,-252.1754601,-227.5754721,0.00405027,-5.0111885,0.016361186,4.129597374,3.488127947,0,0.986751337,0.754452104,7.577468261,9.303883281,-20.24214941,-1.582843781,0.64091742,-0.025762968,-0.105202407,0,0,
86.5,20.5,171109,1998,7,9,12,3.75,20.02288818,4.127645016,4.332087517,3.923201799,2.316350937,3.177128077,255903,-16.97120285,5.926542282,300.5155945,0.59,64.35679626,0.48422874,1,0.006046057,18,72,0.004983049,-11.44303,479.8574986,708.5692684,0.032949374,0.019304617,299.28873,302.37936,1.46E-07,1.38E-07,0.35992473,0.35722056,-255.437789,-224.6085488,-194.7977893,0.004198239,-5.0464125,0.016329862,4.221486556,3.488127947,0,0.383852128,0.527725163,2.826874333,14.07028242,-6.708860369,-3.309216976,-0.682339311,1.838696122,-0.757343769,-8.664217751,0,
85.5,20.25,171115,1998,7,9,18,4,24.04584503,4.139322281,4.209882736,4.068763256,2.392864704,3.321704388,255903,-17.28409195,8.32767868,299.5295105,0.56,63.5512352,0.549339169,1,0.121495485,24,72,0.004342706,-14.48445,453.5561033,405.1043602,0.025556991,0.029749681,297.65833,302.36536,1.84E-07,1.63E-07,0.3613831,0.35730496,-255.4094836,-241.0784467,-215.8544527,0.004223268,-5.075564,0.016131379,52.00386113,3.488127947,0,0.997267167,0.731197795,19.58265263,20.22979774,-5.310338961,-2.475095987,-0.761341691,1.929825187,-2.385682106,-8.678269857,-2.3125,
85.5,20.25,171121,1998,7,10,0,4,22.71936417,4.102313519,4.348839283,3.855788469,1.812084317,3.420119047,255903,-15.40644073,8.366220474,299.3074951,0.56,63.22622681,0.369440825,1,-0.039843559,30,72,0.004538101,-14.69515,343.344948,152.633803,0.013458185,0.034664253,297.3185,302.44513,2.25E-07,2.02E-07,0.36534658,0.3618345,-258.503524,-227.1277317,-195.3870568,0.003971275,-5.8949375,0.016139846,52.00386113,3.488127947,1,0.783474185,0.693512778,23.75401174,27.93561818,-16.43123942,-1.34148252,1.451550722,0.688060045,-2.109496117,2.169567464,2.3125,
85.75,20.5,171127,1998,7,10,6,4,27.0434761,3.896350861,4.236079216,3.556622267,2.414605856,3.242017269,255903,-12.50684071,5.608003616,302.9337463,0.65,60.45575714,0.478581434,1,-0.114252806,36,72,0.004482017,-11.744803,557.802075,523.8372353,0.025671267,0.028466919,302.8377,302.44656,1.90E-07,1.93E-07,0.36139125,0.3597362,-250.6387328,-233.6405528,-210.4275306,0.003860192,-4.874452,0.016064975,69.55469487,3.488127947,1,0.714850504,0.657077426,9.912644312,9.912644312,-11.23466311,-2.256886482,2.727898598,0.72722733,-1.838736892,0,0,
85.5,20.25,171133,1998,7,10,12,4,35.53154755,3.985298872,4.247306347,3.723292112,2.360525846,3.191613436,255903,-14.51707363,7.241511822,300.9420776,0.56,61.6959343,0.48720159,1,0.0433743,42,72,0.005258635,-9.570392,613.4657872,575.4346311,0.034887303,0.025766448,300.01883,302.44513,1.78E-07,1.81E-07,0.3632914,0.36007664,-241.1682521,-210.1560558,-166.0034518,0.004106903,-4.560939,0.016292727,52.00386113,3.488127947,1,0.566318287,0.46916487,8.837890172,8.837890172,-13.84998737,-2.263963938,1.280624747,1.554370165,1.507164121,0,2.3125,
85.75,20.75,171139,1998,7,10,18,4,30.25870895,4.153152943,4.40964222,3.896663189,2.108978987,3.328765869,255903,-11.94495773,6.479725361,299.2081604,0.65,60.87105942,0.422628143,1,-0.030285954,48,72,0.004819142,-10.358676,606.4453818,445.2279988,0.043051098,0.017653556,297.90048,302.44656,1.64E-07,1.46E-07,0.35749236,0.3560229,-237.2404883,-203.7590297,-174.7678408,0.004131285,-4.3274746,0.01602489,87.10552861,3.488127947,1,0.729259967,0.636161146,7.782067546,14.41678121,-13.70801976,-2.673639536,2.111656904,1.93988812,0.053154983,10.81250086,6.9375,
86.75,21,171145,1998,7,11,0,4,37.95298004,3.893159866,4.306963921,3.479354858,2.595511913,3.131041527,255903,-11.15784645,7.7589221,299.259613,0.59,60.76731491,0.486832187,1,-0.248956561,54,72,0.00435365,-8.943068,437.9245187,280.472202,0.034639481,0.019062898,297.55698,302.47025,1.77E-07,1.54E-07,0.36337778,0.3614342,-216.0999379,-178.3278914,-151.6062831,0.003862935,-5.001308,0.016133748,8.907834832,3.488127947,1,0.580639552,0.620291019,7.127975094,13.37485327,-9.781538769,0.810366035,2.557824373,2.308229208,1.033990145,6.476714209,4.625,
86.5,21.25,171151,1998,7,11,6,4,21.78282356,3.676564217,4.117893696,3.235234499,2.59261179,2.830852747,255903,-7.023713589,5.800813198,302.8242493,0.68,61.57338333,0.494644284,1,-0.128653288,60,72,0.004374431,-8.424135,624.226943,454.8203678,0.040476143,0.020583312,302.61383,302.47025,1.24E-07,1.28E-07,0.36086512,0.3584349,-228.6248314,-206.8700533,-176.4558735,0.003765132,-3.866301,0.016205119,30.8693493,3.488127947,1,0.947419464,0.717794051,3.167120513,7.800478008,-14.93131257,0.7395913,2.879096746,1.629332066,0.188371271,-2.155268198,6.9375,
86.5,21.75,171157,1998,7,11,12,3.75,16.30457115,3.830871582,3.879905462,3.781837463,2.163004875,2.873734951,255903,-7.424451351,6.220319748,300.5,0.68,62.87036133,0.543398044,1,-0.020892024,66,72,0.004265768,-9.6389265,649.6263833,535.6084734,0.046978437,0.02592709,299.85004,302.4451,1.45E-07,1.32E-07,0.36281765,0.3613068,-191.8807865,-165.5325525,-146.1047376,0.003893315,-3.8377988,0.016309131,409.5446678,3.488127947,1,0.60235577,0.588431781,3.112931228,11.91660573,-16.58624933,0.505106151,1.11105299,3.248158455,1.112725019,-2.147872091,11.5625,
86.25,22.5,171163,1998,7,11,18,4,13.62550163,3.701987982,3.753381252,3.650594234,2.485364437,2.789068699,255903,-6.633950233,4.895780563,298.5828552,0.84,63.29983521,0.644033239,1,-0.084666252,72,72,0.004954585,-7.7584486,524.9474232,311.2941958,0.031705938,0.021193711,297.92422,302.43823,1.65E-07,1.41E-07,0.3597493,0.35851082,-187.4435251,-172.5780302,-155.1290219,0.00399113,-3.1838272,0.016008703,236.9767843,3.488127947,1,0.496977314,0.734475013,3.087747106,12.29315178,-1.881025434,0.688387096,2.953232765,1.884750366,-1.823848844,-4.272942838,13.875,
85.5,13.5,171523,1998,7,26,18,7,7.694644451,1.347159743,1.256598353,1.437721014,1.344155788,1.644612312,256477,-19.5003643,8.185882568,302.682373,0.01,54.30873489,1.22385863,0,0.060659289,0,60,0.005371942,-6.7362204,1692.694654,585.9139047,0.041040975,-0.030314353,299.50262,302.7013,,,0.31237283,0.31070456,-206.9037624,-191.0987848,-178.3497638,0.004356448,-8.631858,0.012320137,-1.383753539,4.401602745,0,1.113436226,0.58991318,5.211029161,5.211029161,-14.7211381,-4.808499336,-3.355495214,3.158372879,0.517706156,0,9.25,
85.5,14,171529,1998,7,27,0,6.75,8.697337151,1.487696528,1.471550345,1.503842831,1.335746288,1.705271602,256477,-18.59466362,10.4499588,302.6718445,0.01,54.19236374,0.92763297,0,0.246023417,0,60,0.005288306,-8.703682,1112.536249,248.2092374,0.029611501,-0.018838989,297.91214,302.71286,3.65E-07,3.59E-07,0.32538858,0.31744766,-195.0731239,-171.2360957,-153.356073,0.004157047,-8.909954,0.013098516,0.729697644,4.401602745,0,1.361781051,0.627817082,5.116892648,5.646453955,-34.69570061,-3.271666288,-1.74305582,3.431568384,-0.72947371,4.487617734,11.5625,
86,14.75,171535,1998,7,27,6,6,16.10264015,1.985510349,2.015329123,1.955691934,1.50068748,2.136659145,256477,-22.29066658,8.027105331,302.7115173,0.06,53.87718964,0.722601306,0,0.475526512,0,60,0.004446359,-9.360198,955.2824688,891.8401796,0.02346716,-0.02564902,302.32034,302.66235,1.94E-07,2.68E-07,0.340093,0.32853767,-216.6892054,-186.3704921,-155.3220135,0.003592841,-8.608005,0.013558721,-0.92430763,4.401602745,0,1.140462684,0.626492575,4.009659674,5.005387774,-27.73055104,-2.957983732,-0.422540367,0.817892313,-1.617842078,4.472587467,9.25,
86,15,171541,1998,7,27,12,5.5,26.77191544,2.517586231,2.469022989,2.566148996,1.788197994,2.656324625,256477,-19.64154243,7.483093739,302.499115,0.06,55.63280106,0.752743831,0,0.332597017,0,60,0.003787123,-11.663736,851.7059946,901.0492131,0.027532843,-0.025616631,298.9045,302.64673,1.11E-07,1.69E-07,0.34090316,0.3359791,-220.7384252,-202.8288105,-177.0348481,0.003857577,-9.1409235,0.01402579,0.270251735,4.401602745,0,0.82877287,0.483377328,10.28762721,10.28762721,-15.73076185,-3.370350838,-1.6337955,2.068733454,-0.391582847,-13.40222084,4.625,
84.5,15.25,171547,1998,7,27,18,6,13.74213409,2.399676561,2.195194006,2.604159355,1.837034941,2.80185318,256477,-15.91059971,8.89066124,302.0894775,0.14,56.27616882,0.992748311,0,0.191550016,0,60,0.00333958,-12.405957,1170.139656,670.8240364,0.030981523,-0.015601733,297.5247,302.80368,2.80E-07,2.86E-07,0.32577527,0.31403896,-215.0593275,-195.7434478,-168.5509401,0.004134822,-9.3547325,0.01437365,-0.005415811,4.401602745,0,1.197323371,0.584905486,6.212836187,6.212836187,-25.04221486,-2.718427181,-1.627753496,0.665155351,-0.785100877,-17.84856549,4.625,
84,15.5,171553,1998,7,28,0,5.75,20.29967308,2.578044891,2.391180515,2.764909267,2.30267334,3.039424658,256477,-16.40732002,8.293542862,301.1047363,0.27,56.97449493,1.113495562,0,0.396325469,0,60,0.003004788,-13.978609,662.0649489,320.4442976,0.026052959,-0.008794955,296.64157,302.83304,2.94E-07,3.24E-07,0.33972642,0.32442334,-229.2388018,-206.6281705,-169.7011697,0.004094405,-9.538838,0.014430771,-0.005415811,4.401602745,0,1.423930268,0.689615625,9.021473741,9.021473741,-36.10551702,-3.137668133,0.251168758,-1.203155398,-2.175083637,-2.228395423,9.25,
84.25,16.25,171559,1998,7,28,6,4.75,24.3435173,3.895018339,4.08832407,3.70171237,3.033852339,3.594504118,256477,-18.88051605,6.20214653,302.7270813,0.26,57.00506973,0.671902848,0,0.37733376,0,60,0.001704151,-15.529527,656.5510576,931.0879027,0.043058544,-0.01642383,301.9894,302.7753,2.14E-07,2.55E-07,0.33972383,0.33009434,-255.1583373,-223.2395955,-183.871895,0.00335606,-9.19851,0.014434236,-0.097304993,4.401602745,0,1.575980256,0.779357213,11.32087097,11.32087097,-30.78419642,-2.838947773,2.353147268,0.050163861,-2.642608881,-2.220115288,13.875,
83.75,17,171565,1998,7,28,12,4.75,40.10633087,4.255475044,4.184988022,4.325962543,3.78517437,3.794092178,256477,-20.9836483,3.441315413,301.5318298,0.42,59.28869629,0.934932392,0,0.324203134,0,60,0.001891352,-16.11085,730.7838147,1051.953735,0.044038347,-0.009440496,299.75436,302.81085,1.87E-07,2.46E-07,0.3350135,0.32567182,-225.9028787,-185.2614341,-157.2596485,0.003519252,-9.30637,0.014724128,3.118816373,4.401602745,0,1.142259054,0.585512955,25.43492165,25.43492165,-23.80787665,-2.82916832,0.695190609,0.31936729,-3.895252705,-15.48018324,11.5625,
82.5,17.5,171571,1998,7,28,18,4.25,67.14768982,5.13074398,5.252252579,5.009234428,4.910684109,4.242910385,256477,-21.7161274,6.286490917,299.3025513,0.61,60.5756073,0.891706945,1,0.258002758,6,60,0.002709615,-18.186111,532.8934646,774.9272778,0.04476829,-0.001124808,297.3252,302.89297,1.99E-07,2.19E-07,0.33738172,0.32518473,-243.1130921,-223.7169279,-170.5529057,0.003978993,-9.6033325,0.015340844,163.4654388,4.401602745,0,1.100944915,0.628400211,24.67036643,24.67036643,-23.13729029,-3.077456474,-1.083889365,-0.901232958,-3.437123775,-6.616411346,9.25,
83,18,171577,1998,7,29,0,4.25,41.43629456,5.134669304,5.451320171,4.818018436,4.410230637,4.310097694,256477,-24.05013275,4.315618992,299.0480957,0.61,61.34767914,0.715033483,1,0.029266357,12,60,0.002884713,-19.500782,390.7808392,546.0759144,0.033938633,0.006776086,296.72235,302.80765,1.46E-07,1.71E-07,0.3428629,0.3332646,-238.8132406,-221.9040941,-203.2739776,0.004124397,-9.910323,0.015355218,355.6976073,4.401602745,0,0.646040249,0.554704341,16.35126918,16.35126918,-8.703458547,-1.439267755,1.173492789,-0.359159708,-5.619455338,0,6.9375,
82.5,18.25,171583,1998,7,29,6,4.25,33.18496704,5.146569252,5.208229065,5.084908962,4.312564373,4.3014431,256477,-22.66168976,1.967395067,301.7849731,0.77,61.89154434,0.808422922,1,-0.123195887,18,60,0.003625364,-16.987637,565.6070217,1069.306567,0.01412756,0.036060957,301.57504,302.83405,1.51E-07,1.53E-07,0.3503809,0.34168807,-259.1236701,-246.864333,-230.7122279,0.003352407,-8.791242,0.015566398,899.3140073,4.401602745,1,0.703668774,0.515917901,6.835839273,8.316144627,-5.922578198,-0.293004155,0.168081775,-0.74382627,-6.437443256,-6.588537688,9.25,
82.25,19,171589,1998,7,29,12,4,23.67853928,5.016556263,5.13649559,4.896617413,4.87560463,4.063705921,256477,-22.36302185,0.662309647,299.1323853,0.84,62.55749512,0.904879635,1,-0.036834002,24,60,0.003776019,-17.556173,468.5713951,899.8714551,0.017664616,0.041824011,298.53818,302.7807,1.92E-07,1.77E-07,0.34987247,0.34275293,-261.3191418,-225.1051804,-180.359449,0.003506035,-8.875265,0.016069604,567.5021715,4.401602745,1,0.512062854,0.379367012,6.624813695,9.026163199,-10.18073298,-1.701743364,0.392566711,0.53520155,-7.234580517,-8.746046824,6.9375,
81.5,19,171595,1998,7,29,18,4,25.34621048,5.200223446,5.478668213,4.921778202,4.831729412,4.227775097,256477,-23.1841011,1.925539255,297.4500122,0.89,64.07056427,0.792272611,1,-0.103081107,30,60,0.004649811,-17.995678,255.9049641,588.3837986,0.005366857,0.047391086,296.864,302.81296,2.34E-07,2.24E-07,0.3507825,0.34125277,-272.9562742,-267.3162895,-232.0631686,0.003959836,-8.936904,0.015819915,548.7567784,4.401602745,1,0.660732796,0.423459962,6.494029941,6.494029941,-6.917661968,-2.337192535,1.536430836,0.662282228,-5.5981884,-6.559535118,4.625,
81.5,19.5,171601,1998,7,30,0,4,31.3275528,4.821819782,4.803435802,4.840203762,4.471651077,3.857543707,256477,-22.20472336,3.563470125,296.9855957,0.89,63.16162109,0.938053421,1,-0.380164742,36,60,0.004941829,-19.274586,223.9437056,355.8479662,0.013247861,0.04352133,296.43286,302.72046,1.95E-07,2.22E-07,0.35089472,0.34571838,-261.0438072,-253.2832315,-236.4891079,0.003909851,-9.013415,0.01617946,582.8476649,4.401602745,1,0.337112073,0.3284298,10.32826918,10.32826918,4.085358566,0.46548453,1.988452435,1.644743204,-3.995033503,-6.539575344,6.9375,
80.75,19.75,171607,1998,7,30,6,4,33.70198059,4.359847546,4.14587307,4.573822498,4.008649826,3.467445612,256477,-23.06466484,1.892900586,300.9998474,0.97,62.00967407,1.066707684,1,-0.420487165,42,60,0.00370302,-16.939428,399.017438,688.8902104,0.002164681,0.048436374,301.19043,302.76712,1.91E-07,1.98E-07,0.3462892,0.33989134,-273.2686632,-267.3111431,-255.3559606,0.003252544,-7.725786,0.016288161,423.787491,4.401602745,1,0.50495336,0.361990086,3.87210226,3.87210226,-1.087691685,1.410226345,3.78709197,-0.242351681,-4.169085026,-15.23528675,6.9375,
79.75,20.25,171613,1998,7,30,12,4.25,18.27339935,3.37311244,3.248038769,3.498186111,2.974965334,3.016569376,256477,-22.50296402,1.745451927,298.2489929,1,62.67346954,0.98646666,1,-0.238173842,48,60,0.003996318,-16.668434,506.9305597,620.4644083,0.016261006,0.055214425,298.54974,302.61353,1.70E-07,2.02E-07,0.34347117,0.33452055,-274.9572105,-266.1622001,-241.8311137,0.003630138,-7.743542,0.016695013,220.5286207,4.401602745,1,0.33339772,0.299065483,4.034149062,6.63905575,-13.12929112,1.828220487,1.364361763,0.665615976,-2.096006632,-17.35653971,6.9375,
78.75,20.5,171619,1998,7,30,18,4.25,11.5243721,3.594068766,3.966108084,3.222028971,2.841989279,2.991097927,256477,-23.51074982,3.033089638,297.5778503,1,62.53895187,0.582133759,1,-0.238107324,54,60,0.004111904,-14.832045,232.352412,328.5043541,0.036518838,0.058293717,297.44965,,1.68E-07,2.00E-07,0.33506978,0.32849374,-275.9504736,-271.5711096,-263.610852,0.003766906,-7.191792,0.016850289,234.7714439,4.401602745,1,0.212031383,0.251821847,2.605254055,6.807702529,-4.914826548,1.899228096,1.623473525,1.437650919,-3.887797594,-8.664217751,9.25,
78.75,21.25,171625,1998,7,31,0,4.25,11.03521156,2.889620304,3.105263472,2.673977375,2.198064804,2.540354729,256477,-22.80626869,3.356122494,297.3017273,1,62.55183411,0.609538738,1,-0.450743198,60,60,0.004174854,-16.075548,331.955662,442.6775518,0.025099968,0.0550767,297.08585,,1.63E-07,1.82E-07,0.33044162,0.32407004,-270.2229994,-262.2367523,-253.3334093,0.003708253,-7.1316037,0.017096465,394.7505096,4.401602745,1,0.129050649,0.224077842,1.626025897,7.714678308,4.495785379,3.885887146,2.447074175,1.45527792,-4.6134305,0,13.875,
87.25,21.25,172261,1998,8,26,12,2.75,11.00765228,3.25868082,3.160716295,3.356645346,2.614565372,1.456455827,257404,-15.73375702,4.167784214,300.3540955,0.62,58.52928543,0.878484152,0,-0.131701946,0,144,0.004594523,-3.8865917,754.127577,1081.360871,0.043804791,0.000365983,299.33405,302.26956,1.19E-07,1.10E-07,0.34965077,0.34855837,-219.405984,-200.2677661,-172.4131576,0.0045422,-6.1362715,0.01489582,2.843148827,2.324234724,0,0.417451597,0.385338019,2.097426721,4.721712164,-7.103467675,-1.518492222,0.393654227,6.156441212,-1.084850788,0,18.5,
87.25,22.25,172267,1998,8,26,18,2.75,8.056141853,2.943197727,2.625349045,3.261046648,2.135018587,1.324753881,257404,-17.42134094,4.675786018,298.6955566,0.71,57.89769363,1.010146976,1,-0.152467906,6,144,0.005123977,-4.032354,725.0995937,836.6188067,0.054767703,-0.000969937,297.72528,302.19116,1.22E-07,1.14E-07,0.34787378,0.34880394,-241.5129066,-233.7972293,-218.9239,0.004686963,-5.8420916,0.01462745,42.99872131,2.324234724,0,0.487483313,0.52118868,4.244358145,10.79434871,-10.0705536,-1.06633842,1.651756287,4.725176334,-2.435699224,-2.140312416,9.25,
87,22.25,172273,1998,8,27,0,3,7.329201698,2.285695553,2.467919111,2.103472233,1.847010374,1.151520014,257404,-18.69498634,4.164489746,298.166626,0.71,57.57845688,0.63788777,1,-0.041923702,12,144,0.004293948,-4.0207243,398.7885517,426.039121,0.051537105,-0.000801252,296.96384,302.28107,1.28E-07,1.19E-07,0.34657937,0.34674677,-268.0627779,-259.7273894,-232.3082117,0.00384612,-6.6450853,0.014678301,65.51157087,2.324234724,0,0.702213945,0.505837968,5.227124806,8.467270209,-15.36527947,1.977892876,1.621415615,3.973634958,-1.807283044,-8.561249662,-4.625,
86.25,21.75,172279,1998,8,27,6,3.25,7.379683495,1.906505227,2.298397064,1.514613509,1.805525422,1.240906477,257404,-17.25547028,5.608976841,302.8619385,0.68,57.20783234,0.517672765,1,0.117092609,18,144,0.00399402,-4.784308,993.0373645,1049.151889,0.047416258,0.000494459,303.11398,302.39807,1.37E-07,1.29E-07,0.3508903,0.34579733,-270.272589,-249.1124691,-192.9380152,0.004147112,-6.642799,0.014382039,639.7270685,2.324234724,0,0.918183555,0.636870024,5.912327094,5.912327094,-14.20548299,3.919788599,2.672535896,5.380849838,0.443006963,-8.591488364,2.3125,
